SPID,GeoID,PID,SaleDate,Amount,Customers,Boxes
SP04,G1,P19,2021-02-22,8862,146,403
SP03,G4,P18,2021-10-19,9184,88,1148
SP16,G5,P13,2022-03-24,1505,66,72
SP20,G4,P22,2021-06-03,4956,153,207
SP16,G4,P06,2021-09-10,8295,274,488
SP09,G2,P17,2021-09-20,1015,17,85
SP05,G6,P01,2021-11-18,9996,110,909
SP04,G4,P16,2021-08-27,6230,112,693
SP22,G6,P16,2021-01-19,5544,274,792
SP02,G6,P05,2021-02-22,1904,112,119
SP04,G1,P10,2021-03-01,3563,330,210
SP09,G1,P07,2021-12-30,6468,82,270
SP23,G2,P07,2022-02-24,11851,374,494
SP25,G5,P21,2021-03-01,3521,236,221
SP18,G4,P17,2021-11-11,3409,334,263
SP04,G4,P21,2021-12-31,4249,325,266
SP12,G3,P20,2021-03-26,7581,233,474
SP13,G4,P16,2022-02-07,5992,330,666
SP05,G1,P05,2021-09-21,9289,81,547
SP15,G4,P10,2021-02-04,8792,130,489
SP05,G4,P05,2021-04-27,490,13,31
SP04,G4,P06,2022-03-30,4529,241,267
SP13,G1,P22,2021-06-09,847,11,36
SP24,G6,P13,2021-01-15,8757,68,417
SP14,G1,P01,2021-11-11,1113,180,102
SP09,G6,P11,2022-02-01,4697,309,214
SP09,G5,P19,2021-05-06,4137,231,180
SP01,G3,P02,2022-02-07,9912,152,413
SP16,G6,P17,2021-10-05,8232,107,749
SP16,G4,P13,2021-01-11,8624,53,454
SP22,G1,P01,2021-10-29,8932,56,993
SP18,G5,P04,2021-02-15,4739,108,297
SP16,G2,P13,2021-08-09,3010,40,159
SP21,G2,P05,2022-01-20,6993,15,389
SP22,G6,P13,2021-12-07,5635,74,282
SP17,G5,P09,2021-09-24,10661,17,1333
SP09,G4,P18,2021-01-01,5782,217,579
SP20,G6,P09,2021-11-22,11095,10,1387
SP17,G6,P11,2021-12-20,17136,151,902
SP02,G1,P01,2022-03-30,8876,445,888
SP01,G1,P17,2021-09-20,3066,170,236
SP17,G1,P01,2021-07-08,2926,124,293
SP18,G3,P13,2021-05-21,3710,44,186
SP03,G4,P08,2022-01-19,1624,82,136
SP04,G4,P17,2021-10-14,2044,134,158
SP05,G2,P09,2021-10-07,7105,408,711
SP07,G1,P06,2021-07-22,357,153,24
SP07,G4,P19,2021-09-09,3234,43,141
SP23,G1,P03,2021-06-30,13370,260,1216
SP17,G3,P13,2021-02-22,2870,75,137
SP09,G3,P01,2021-10-19,3024,37,336
SP19,G1,P07,2022-03-28,12299,13,535
SP20,G3,P17,2021-03-05,3626,88,330
SP08,G4,P03,2022-01-10,3773,564,291
SP25,G4,P08,2021-04-28,1176,192,84
SP17,G5,P17,2021-05-07,3913,63,392
SP01,G6,P11,2021-09-09,4620,200,220
SP22,G5,P22,2021-07-21,3647,128,166
SP23,G5,P17,2021-03-22,2457,190,224
SP24,G5,P04,2021-01-06,3682,43,205
SP18,G3,P17,2021-08-06,4130,295,318
SP06,G6,P05,2021-06-25,7973,18,420
SP03,G6,P20,2021-08-11,1778,139,119
SP22,G3,P07,2021-01-08,3346,69,134
SP15,G6,P22,2021-06-09,4193,153,191
SP17,G1,P22,2021-01-01,4508,188,181
SP21,G1,P11,2021-02-24,6167,52,309
SP18,G3,P03,2021-12-17,4522,66,323
SP02,G4,P07,2021-11-02,1008,136,46
SP24,G4,P07,2021-09-21,3059,17,133
SP13,G6,P05,2021-12-27,1330,159,84
SP07,G4,P10,2021-02-22,2065,45,122
SP22,G3,P22,2021-02-15,812,87,33
SP24,G3,P18,2022-01-24,161,293,21
SP21,G5,P20,2022-02-16,6804,237,426
SP02,G1,P11,2021-12-07,6034,331,318
SP22,G6,P11,2021-01-21,3220,176,170
SP13,G4,P10,2021-12-09,5684,80,300
SP14,G3,P15,2021-09-28,2387,88,89
SP13,G1,P07,2021-08-20,4956,193,226
SP11,G2,P05,2021-03-04,7021,281,413
SP20,G3,P19,2021-04-05,140,491,7
SP03,G3,P01,2021-07-07,17885,32,1626
SP11,G2,P12,2021-10-19,5649,21,236
SP23,G1,P20,2021-10-21,10038,265,558
SP20,G4,P03,2021-03-04,686,81,63
SP05,G6,P11,2022-01-19,4634,180,232
SP13,G1,P12,2021-09-23,6433,24,269
SP12,G3,P10,2021-12-08,574,271,31
SP08,G2,P15,2022-01-05,7574,173,292
SP22,G4,P18,2021-11-11,2058,29,258
SP09,G1,P08,2021-03-23,6643,75,511
SP14,G1,P15,2021-02-04,5313,266,205
SP01,G1,P20,2022-02-22,4424,486,246
SP18,G4,P12,2021-07-07,2107,265,92
SP09,G6,P16,2021-07-29,3073,13,513
SP19,G2,P11,2021-09-17,3122,107,165
SP19,G3,P22,2021-10-21,8967,175,374
SP18,G6,P18,2021-10-12,7875,88,875
SP12,G5,P04,2021-05-21,777,14,44
SP09,G2,P16,2021-01-11,8022,82,1003
SP15,G1,P16,2022-01-24,12110,153,1514
SP15,G5,P10,2021-08-31,833,11,42
SP22,G4,P05,2021-01-12,3094,40,194
SP16,G5,P03,2021-04-07,2835,198,219
SP14,G5,P11,2021-02-12,126,297,7
SP25,G3,P16,2021-09-24,8904,45,1484
SP03,G6,P03,2021-12-17,6573,100,506
SP20,G6,P01,2021-11-04,539,169,45
SP17,G6,P03,2021-01-19,2772,95,231
SP06,G2,P07,2021-12-01,1554,100,65
SP03,G5,P05,2021-08-30,175,80,11
SP20,G5,P22,2021-11-23,10346,180,450
SP12,G4,P16,2021-03-02,1897,129,238
SP09,G6,P01,2021-12-13,5040,124,459
SP22,G1,P17,2022-02-24,3115,248,312
SP08,G6,P13,2021-10-19,2842,6,143
SP23,G3,P03,2021-09-13,707,289,59
SP23,G2,P22,2021-02-09,5271,235,230
SP24,G4,P04,2021-04-07,5558,79,371
SP10,G2,P06,2021-04-13,2989,165,214
SP01,G3,P04,2021-01-05,3262,124,182
SP06,G3,P04,2021-12-01,3563,250,238
SP15,G5,P13,2021-04-19,14574,427,694
SP11,G3,P16,2021-05-28,5705,14,815
SP19,G4,P15,2021-03-19,4543,289,190
SP11,G4,P11,2022-02-17,2443,494,123
SP22,G4,P10,2021-02-08,10290,50,515
SP05,G6,P17,2021-08-10,2184,23,219
SP09,G5,P02,2021-10-19,10829,74,402
SP05,G1,P16,2021-09-27,413,213,59
SP19,G3,P03,2021-05-20,12677,188,1057
SP06,G6,P06,2022-01-10,1344,202,90
SP18,G3,P16,2021-04-22,3906,245,558
SP14,G2,P15,2022-03-21,4795,99,185
SP20,G6,P06,2021-06-15,2940,2,196
SP09,G3,P11,2021-09-03,5726,33,261
SP02,G1,P12,2021-12-01,13223,167,551
SP15,G2,P22,2021-01-26,7903,21,330
SP13,G1,P16,2021-12-20,4515,32,565
SP25,G4,P19,2022-01-14,2352,59,103
SP14,G5,P17,2021-03-16,8617,93,663
SP17,G4,P15,2021-08-10,4228,32,177
SP10,G2,P11,2021-04-13,700,299,37
SP21,G2,P19,2021-03-04,6496,65,283
SP13,G5,P19,2022-02-07,4753,38,207
SP19,G3,P16,2022-03-29,11081,320,1583
SP23,G3,P13,2021-01-07,5243,31,276
SP13,G4,P05,2022-02-10,798,146,50
SP06,G6,P15,2021-07-23,4151,281,160
SP17,G5,P14,2021-09-01,7854,92,786
SP18,G3,P10,2021-12-24,4438,87,234
SP23,G2,P06,2021-05-07,1428,26,84
SP11,G3,P15,2021-07-30,3059,112,118
SP25,G1,P22,2022-02-21,9569,254,383
SP25,G2,P13,2022-02-28,6461,165,324
SP16,G5,P17,2021-01-28,14651,111,1127
SP07,G5,P14,2021-10-29,3983,4,443
SP15,G5,P18,2021-10-27,5705,123,571
SP11,G5,P06,2021-01-13,5124,211,342
SP09,G2,P19,2021-03-03,203,80,9
SP12,G1,P13,2021-10-18,378,40,18
SP09,G1,P06,2022-02-22,9408,194,588
SP15,G3,P18,2021-04-07,5096,141,567
SP05,G4,P07,2021-02-09,6888,185,276
SP22,G1,P14,2021-05-20,1295,150,130
SP15,G5,P15,2021-09-01,7497,160,300
SP09,G3,P12,2021-03-10,2002,74,91
SP13,G3,P03,2021-06-22,7161,330,651
SP11,G4,P05,2021-08-10,13013,584,814
SP01,G1,P08,2021-05-25,9471,70,861
SP03,G2,P17,2021-08-30,12761,285,1277
SP05,G1,P14,2021-06-16,5642,74,627
SP20,G3,P08,2021-01-06,952,127,68
SP02,G5,P14,2021-10-27,1785,90,179
SP03,G6,P09,2021-09-14,686,165,86
SP09,G3,P04,2021-09-20,6699,164,373
SP03,G2,P04,2021-11-05,4221,16,249
SP16,G5,P12,2021-04-08,6335,76,254
SP19,G4,P10,2022-02-08,9149,472,539
SP15,G4,P14,2021-05-10,5236,56,655
SP06,G5,P13,2021-01-04,8141,398,388
SP18,G3,P07,2022-01-10,14084,158,564
SP10,G4,P18,2021-07-08,4683,210,586
SP07,G4,P08,2021-04-15,1407,14,128
SP21,G6,P07,2021-03-16,3108,81,142
SP20,G4,P01,2021-02-18,3815,306,347
SP11,G4,P18,2021-04-12,8155,149,1165
SP12,G3,P13,2021-11-16,2611,264,138
SP11,G2,P06,2021-09-09,2485,272,147
SP18,G2,P03,2021-08-10,4557,7,380
SP08,G1,P06,2021-01-29,1547,11,91
SP02,G2,P08,2022-01-10,4179,298,299
SP12,G2,P22,2021-03-02,7385,1,336
SP01,G4,P13,2021-03-16,1729,220,83
SP18,G1,P05,2021-03-30,4312,64,254
SP23,G5,P07,2021-07-12,4970,164,217
SP08,G4,P01,2021-08-05,6433,435,644
SP05,G1,P12,2021-07-28,4753,76,191
SP22,G6,P03,2021-05-11,1855,358,169
SP25,G2,P05,2022-03-09,2079,21,116
SP20,G5,P10,2021-07-21,455,110,23
SP01,G2,P11,2022-01-05,6636,272,302
SP25,G4,P07,2021-01-07,189,51,9
SP19,G1,P12,2021-08-26,4760,220,207
SP12,G6,P09,2021-02-26,9149,53,915
SP13,G5,P06,2021-05-12,819,190,59
SP11,G1,P12,2021-10-19,11137,2,485
SP11,G3,P18,2021-03-10,18361,32,1837
SP12,G5,P12,2021-01-25,11424,57,457
SP15,G2,P14,2021-01-05,6342,264,705
SP03,G3,P17,2021-12-16,7616,412,635
SP23,G4,P16,2021-12-01,3290,137,366
SP02,G4,P10,2021-10-05,924,21,52
SP15,G3,P09,2021-01-18,1148,254,128
SP03,G4,P19,2021-11-04,6580,187,287
SP01,G3,P01,2021-01-28,4977,314,553
SP02,G3,P09,2021-11-26,28,96,4
SP09,G3,P10,2021-03-02,1470,233,78
SP23,G5,P14,2021-05-19,6580,138,940
SP09,G5,P05,2022-01-26,1225,182,73
SP01,G3,P21,2021-03-30,4732,103,364
SP08,G1,P08,2022-01-11,8190,248,683
SP15,G1,P21,2021-08-31,12481,212,892
SP21,G6,P05,2021-03-19,7630,46,449
SP14,G2,P19,2021-02-09,6454,466,281
SP21,G3,P14,2022-01-10,10983,281,1099
SP24,G4,P01,2022-02-16,23912,211,1993
SP15,G3,P05,2021-02-05,2807,79,148
SP17,G2,P14,2022-02-02,7196,56,720
SP21,G1,P21,2021-01-15,4585,24,328
SP05,G6,P06,2022-02-22,1883,47,126
SP24,G2,P12,2021-05-13,4410,133,184
SP07,G1,P04,2021-11-16,161,89,9
SP12,G4,P04,2022-01-31,728,1,41
SP12,G5,P21,2022-03-10,4032,109,252
SP04,G6,P18,2021-09-28,2541,159,363
SP04,G3,P11,2021-12-02,18116,185,824
SP18,G1,P06,2021-10-18,5789,86,386
SP06,G1,P09,2021-02-16,4480,32,498
SP01,G1,P03,2021-06-30,10654,156,820
SP17,G6,P13,2022-01-28,7616,161,347
SP22,G2,P15,2022-02-04,9282,489,387
SP22,G3,P11,2022-01-25,9681,25,441
SP16,G3,P09,2022-02-28,1365,173,137
SP17,G3,P12,2021-11-26,6405,227,279
SP17,G5,P22,2021-08-19,3059,162,133
SP04,G3,P01,2021-12-30,3829,85,426
SP23,G4,P07,2022-01-21,1351,342,57
SP01,G5,P12,2021-12-06,2422,1,97
SP08,G3,P05,2021-12-23,5355,333,335
SP03,G4,P15,2022-01-10,2387,101,96
SP11,G3,P01,2022-02-21,1057,228,106
SP25,G4,P17,2021-04-27,1211,208,94
SP09,G2,P22,2021-09-29,6839,144,298
SP08,G2,P09,2022-01-21,8365,226,930
SP03,G2,P13,2021-08-20,5747,20,262
SP16,G2,P03,2021-09-10,11228,135,864
SP13,G5,P02,2021-07-13,2583,64,96
SP21,G2,P21,2021-12-01,7329,140,524
SP03,G5,P04,2022-03-08,3773,105,252
SP06,G4,P04,2021-08-12,2506,66,140
SP20,G2,P18,2021-03-23,1827,450,229
SP05,G5,P15,2021-02-05,3297,69,123
SP18,G3,P20,2021-10-04,105,286,7
SP02,G6,P11,2021-02-15,1085,39,55
SP12,G5,P08,2021-10-28,6076,276,553
SP25,G6,P07,2021-09-01,7847,101,357
SP19,G4,P19,2021-08-09,11718,279,533
SP02,G6,P02,2021-08-13,9709,42,360
SP04,G5,P04,2021-05-11,21,238,2
SP05,G3,P06,2021-04-16,3941,192,282
SP12,G3,P14,2021-08-27,7728,94,966
SP07,G5,P01,2021-11-10,2065,144,188
SP20,G3,P16,2021-04-26,10731,122,1342
SP01,G2,P03,2022-02-16,259,191,24
SP12,G5,P11,2022-02-15,49,161,3
SP14,G1,P03,2021-07-15,4809,171,438
SP10,G4,P06,2022-02-09,6916,350,433
SP11,G6,P15,2021-02-18,5355,163,224
SP16,G2,P09,2021-07-08,3906,446,391
SP08,G3,P04,2021-05-27,5649,234,354
SP24,G3,P10,2021-09-02,10983,379,611
SP15,G1,P22,2021-11-18,2037,157,85
SP12,G1,P16,2021-11-25,14364,99,2052
SP25,G6,P03,2021-09-23,7931,74,567
SP05,G5,P19,2021-11-18,147,88,7
SP25,G3,P08,2021-01-20,6615,200,602
SP13,G5,P07,2021-09-20,14791,120,617
SP03,G1,P17,2021-02-03,343,515,35
SP24,G6,P16,2021-01-26,1414,39,236
SP23,G4,P09,2021-12-02,1295,49,130
SP20,G1,P18,2021-10-13,10941,396,1216
SP10,G5,P15,2021-04-23,6405,342,238
SP01,G1,P09,2021-03-04,7861,89,787
SP07,G4,P20,2022-01-24,4298,70,287
SP18,G6,P06,2021-04-22,8015,122,472
SP14,G4,P14,2022-03-09,581,62,83
SP06,G6,P22,2021-12-07,11333,13,516
SP02,G2,P09,2021-04-07,10388,196,1299
SP06,G4,P18,2021-08-27,721,138,91
SP13,G6,P10,2021-08-11,8008,85,445
SP17,G2,P03,2021-03-11,10486,4,874
SP14,G3,P07,2021-09-22,1603,27,73
SP24,G5,P19,2021-06-15,5670,354,258
SP06,G2,P13,2021-02-03,476,24,26
SP24,G6,P19,2021-03-26,3290,337,138
SP07,G3,P12,2021-04-08,4837,394,194
SP24,G1,P18,2021-07-06,9268,68,927
SP03,G5,P14,2021-10-19,7777,236,865
SP19,G4,P11,2021-03-05,1372,168,69
SP05,G4,P03,2021-08-02,8190,106,585
SP17,G6,P22,2021-08-31,287,54,14
SP09,G1,P13,2021-12-17,1666,151,80
SP25,G5,P07,2021-12-02,6041,27,242
SP23,G3,P01,2021-11-19,10920,99,993
SP11,G6,P13,2021-07-07,8316,144,396
SP10,G3,P11,2021-07-05,4977,369,227
SP24,G5,P22,2021-11-26,91,243,5
SP04,G5,P22,2021-08-27,13090,54,524
SP20,G1,P22,2021-05-07,6412,207,268
SP04,G4,P11,2021-07-09,6181,32,281
SP04,G5,P18,2021-01-29,17220,92,1722
SP15,G2,P18,2022-02-18,2667,213,381
SP09,G5,P01,2021-11-10,1106,133,123
SP08,G5,P13,2021-02-03,10661,52,508
SP10,G3,P16,2022-01-11,588,260,66
SP05,G1,P19,2021-08-13,4018,33,192
SP11,G5,P02,2021-05-10,532,218,21
SP06,G2,P11,2021-04-14,8897,209,405
SP16,G4,P07,2021-06-30,1127,424,46
SP17,G6,P02,2021-11-29,6377,466,266
SP03,G1,P03,2021-11-08,3535,131,272
SP19,G5,P14,2021-05-25,1729,185,217
SP04,G6,P04,2021-05-06,4781,222,282
SP20,G2,P13,2021-06-07,567,119,30
SP09,G4,P12,2021-03-31,1708,97,78
SP25,G6,P01,2021-11-26,5341,13,535
SP03,G4,P14,2021-07-13,2898,220,322
SP08,G6,P22,2021-04-07,3808,56,159
SP12,G4,P14,2022-02-18,9954,105,1245
SP14,G6,P21,2021-11-25,12663,237,975
SP25,G6,P18,2021-07-13,9331,77,1333
SP17,G6,P10,2021-12-08,1155,90,68
SP06,G2,P10,2021-06-08,189,175,10
SP18,G5,P06,2021-06-04,4592,472,307
SP25,G6,P12,2021-05-11,16856,60,703
SP24,G6,P01,2021-11-26,7644,278,637
SP09,G5,P03,2021-03-15,6524,3,466
SP13,G3,P09,2021-09-30,4298,369,430
SP15,G1,P15,2021-05-27,11088,195,427
SP10,G2,P20,2021-05-03,9121,335,609
SP01,G1,P06,2021-02-26,7217,32,425
SP11,G5,P07,2021-03-04,7945,178,318
SP19,G5,P20,2021-11-25,7322,83,431
SP09,G4,P20,2021-03-16,8183,99,482
SP02,G3,P15,2021-02-03,12516,14,501
SP06,G5,P02,2021-12-07,11284,39,434
SP12,G6,P11,2022-01-26,2968,48,142
SP21,G4,P17,2022-02-11,301,129,28
SP17,G3,P03,2021-02-19,21,118,2
SP16,G3,P20,2021-05-18,4522,256,252
SP06,G3,P11,2021-03-26,294,136,14
SP05,G4,P11,2021-09-01,15904,105,723
SP09,G3,P22,2022-03-25,4361,330,175
SP18,G2,P22,2021-09-14,4746,260,198
SP14,G1,P19,2021-02-18,14469,34,603
SP10,G6,P02,2021-04-12,1344,272,50
SP08,G2,P17,2022-01-24,6188,107,516
SP15,G5,P05,2021-09-20,4480,106,249
SP21,G6,P12,2021-03-22,133,146,6
SP16,G6,P18,2021-12-15,6216,11,777
SP03,G4,P05,2021-02-01,1890,361,119
SP20,G3,P01,2021-08-05,1148,413,105
SP23,G1,P11,2021-05-19,6832,223,326
SP13,G2,P08,2021-03-30,4403,5,401
SP02,G2,P21,2021-10-19,9072,42,648
SP24,G2,P21,2022-01-21,2037,189,157
SP17,G6,P06,2021-03-09,10304,14,687
SP04,G5,P07,2021-04-19,11564,150,503
SP22,G3,P20,2021-07-01,693,56,39
SP23,G2,P12,2021-03-08,4291,156,179
SP03,G1,P19,2021-04-20,1876,49,82
SP13,G3,P18,2022-03-11,8393,208,933
SP25,G4,P06,2021-05-07,1337,323,84
SP18,G2,P04,2021-05-07,5999,123,334
SP18,G2,P08,2021-01-11,11837,45,911
SP18,G5,P15,2021-12-08,3871,29,155
SP24,G5,P07,2021-04-01,12621,23,505
SP17,G2,P17,2021-11-04,20454,20,1705
SP04,G1,P17,2021-11-02,3696,112,370
SP15,G1,P08,2021-12-23,8113,48,677
SP23,G5,P04,2021-04-12,287,58,20
SP14,G3,P04,2021-04-30,16625,302,978
SP02,G3,P17,2021-02-04,12796,179,1164
SP22,G5,P03,2022-02-07,3045,272,218
SP15,G4,P19,2021-11-26,11431,69,520
SP20,G5,P11,2021-08-25,16947,6,807
SP22,G2,P22,2021-06-04,6223,134,271
SP11,G4,P20,2021-04-22,9814,194,546
SP20,G2,P09,2022-03-07,6832,111,760
SP02,G3,P18,2021-08-26,10899,58,1211
SP25,G6,P14,2021-02-12,378,104,54
SP20,G4,P19,2021-04-23,9233,160,402
SP08,G5,P20,2021-12-31,8351,392,522
SP01,G4,P11,2021-12-17,7329,104,349
SP23,G2,P19,2021-09-02,2555,30,117
SP09,G2,P13,2021-11-03,3311,123,175
SP19,G1,P17,2022-01-14,10843,352,835
SP02,G2,P20,2021-06-24,2737,206,161
SP21,G6,P14,2022-03-14,4627,150,661
SP23,G2,P13,2022-01-27,16842,152,887
SP15,G6,P02,2022-03-11,4459,294,172
SP07,G3,P02,2021-09-08,1421,218,53
SP02,G3,P22,2021-04-29,3591,53,150
SP25,G6,P09,2021-09-20,3325,147,416
SP18,G1,P20,2021-10-13,5957,47,398
SP17,G1,P10,2021-03-08,8869,254,444
SP02,G1,P16,2021-07-22,15848,2,2264
SP21,G5,P13,2021-07-28,8428,221,402
SP21,G1,P19,2021-04-14,546,292,24
SP13,G5,P22,2021-08-11,11914,224,477
SP14,G1,P12,2021-02-03,6902,80,277
SP19,G6,P03,2021-09-20,10668,202,970
SP06,G5,P03,2021-02-08,8505,101,774
SP12,G2,P14,2021-08-30,6160,126,770
SP09,G1,P19,2021-01-14,6608,166,288
SP22,G1,P03,2021-08-24,9282,206,714
SP19,G6,P19,2021-09-14,392,307,19
SP15,G1,P13,2021-10-15,2555,39,117
SP03,G5,P12,2022-01-26,6895,173,300
SP15,G5,P14,2021-10-13,10052,214,1117
SP03,G2,P22,2021-10-07,6832,100,311
SP15,G3,P03,2021-09-09,6258,32,569
SP03,G1,P05,2021-09-24,2898,17,182
SP04,G5,P10,2021-01-15,4102,106,228
SP16,G3,P07,2021-02-10,4718,403,215
SP17,G6,P05,2021-02-03,15946,352,938
SP25,G3,P18,2021-05-03,1449,425,145
SP06,G5,P12,2021-01-29,1589,188,73
SP08,G1,P16,2021-03-15,8708,167,1089
SP12,G2,P09,2022-02-18,2184,31,273
SP11,G4,P08,2021-03-19,13265,142,948
SP13,G2,P21,2021-09-02,5411,139,339
SP06,G2,P20,2021-01-13,5971,51,399
SP25,G1,P18,2021-08-02,1603,337,179
SP18,G2,P21,2021-06-11,13244,208,828
SP21,G1,P10,2021-11-24,686,143,41
SP05,G6,P14,2022-03-22,6622,114,736
SP02,G6,P09,2021-08-31,2002,199,251
SP16,G3,P19,2022-02-09,2562,213,107
SP20,G3,P21,2021-05-07,1736,108,124
SP07,G6,P14,2022-02-14,7203,229,1029
SP10,G2,P22,2021-05-12,4641,128,194
SP06,G2,P04,2021-05-03,3647,190,228
SP09,G6,P04,2021-05-06,2618,168,146
SP25,G3,P03,2021-11-23,3710,153,338
SP24,G6,P07,2021-12-15,8477,421,369
SP16,G5,P19,2022-03-18,2296,23,100
SP06,G5,P19,2021-02-12,4564,196,218
SP24,G2,P15,2022-01-26,7238,327,290
SP05,G4,P14,2022-03-28,6132,280,682
SP24,G5,P17,2022-01-21,8344,178,835
SP14,G5,P20,2021-07-20,8372,48,493
SP06,G5,P11,2021-05-13,7007,132,369
SP07,G1,P14,2022-03-09,3206,206,321
SP01,G2,P13,2022-03-23,2142,147,98
SP22,G3,P17,2022-02-22,11333,287,872
SP22,G5,P06,2021-03-04,9065,143,534
SP02,G2,P06,2021-10-05,5593,199,400
SP20,G1,P14,2021-08-02,1841,340,205
SP05,G2,P08,2022-03-04,4578,387,417
SP11,G6,P14,2021-10-29,3430,215,490
SP21,G4,P12,2021-12-13,4550,25,207
SP13,G1,P15,2021-05-05,5677,178,237
SP21,G1,P17,2021-05-28,1183,63,119
SP15,G1,P03,2021-11-08,1043,161,87
SP04,G4,P03,2021-03-01,5103,307,393
SP02,G5,P11,2021-09-07,357,248,17
SP20,G1,P11,2021-09-09,2149,127,98
SP25,G4,P14,2021-08-12,5292,131,756
SP22,G5,P14,2021-06-09,3094,6,310
SP18,G3,P15,2021-02-19,8365,100,349
SP02,G1,P05,2022-01-21,2457,146,137
SP02,G2,P03,2021-02-19,5607,59,401
SP19,G3,P09,2021-04-02,5999,42,750
SP22,G6,P09,2021-08-19,8379,12,762
SP08,G5,P14,2021-02-04,6251,46,626
SP02,G2,P11,2021-10-13,3045,163,161
SP21,G2,P11,2021-05-18,1246,397,60
SP03,G4,P09,2021-07-05,4550,425,455
SP17,G1,P17,2021-08-30,3717,428,310
SP02,G6,P20,2021-09-02,13076,140,770
SP23,G4,P13,2021-03-09,1533,195,73
SP17,G5,P18,2021-08-02,1463,110,163
SP04,G2,P20,2021-10-08,1561,319,92
SP25,G4,P21,2021-12-02,42,39,3
SP20,G2,P21,2021-12-30,441,187,34
SP17,G4,P12,2021-10-14,8764,48,351
SP14,G5,P10,2021-10-18,1575,254,83
SP22,G2,P17,2022-03-04,3430,127,264
SP16,G5,P20,2021-02-12,7889,129,465
SP15,G6,P20,2021-04-07,2359,53,139
SP09,G3,P07,2022-01-26,9268,498,371
SP14,G1,P08,2021-05-27,2464,250,224
SP05,G6,P18,2021-10-05,1043,22,131
SP02,G4,P18,2021-10-05,994,168,142
SP16,G2,P15,2021-02-03,5789,45,242
SP10,G1,P01,2022-01-14,3815,284,347
SP15,G5,P03,2021-01-07,1428,233,130
SP23,G3,P20,2022-01-05,567,141,36
SP24,G4,P15,2021-08-30,4102,55,158
SP21,G3,P07,2021-10-07,11620,396,506
SP02,G5,P21,2021-11-10,7000,108,500
SP01,G1,P19,2021-09-21,3815,34,182
SP19,G1,P18,2022-01-10,945,26,119
SP13,G3,P15,2021-02-04,10066,173,420
SP11,G1,P04,2021-01-11,777,96,49
SP11,G6,P07,2021-03-05,9758,27,391
SP08,G6,P11,2021-04-07,8330,119,417
SP04,G6,P09,2021-03-01,5278,42,660
SP04,G4,P04,2021-02-19,1638,204,103
SP08,G2,P01,2021-05-20,6335,192,634
SP19,G5,P12,2021-05-19,4711,246,215
SP17,G1,P06,2021-09-13,476,448,32
SP25,G5,P15,2022-01-26,6881,123,287
SP06,G3,P12,2022-01-05,6818,54,285
SP06,G1,P03,2021-07-12,4606,188,355
SP01,G5,P15,2021-08-18,16380,258,630
SP10,G6,P05,2021-10-05,791,345,47
SP10,G5,P14,2021-11-11,6013,6,602
SP09,G4,P13,2022-01-26,273,160,14
SP12,G1,P06,2021-11-30,10885,227,726
SP20,G4,P06,2021-11-30,3962,300,265
SP23,G1,P10,2021-11-18,1211,142,64
SP16,G4,P20,2021-02-03,2842,27,178
SP09,G4,P16,2021-12-09,3339,21,418
SP24,G3,P22,2022-01-18,14112,41,588
SP11,G4,P02,2021-07-21,12719,3,472
SP12,G4,P22,2021-05-13,2709,89,109
SP22,G6,P19,2021-06-02,2716,83,130
SP17,G2,P11,2022-01-12,1526,208,70
SP11,G6,P18,2021-08-09,4956,214,496
SP17,G1,P15,2021-08-09,1932,372,81
SP09,G3,P19,2022-02-23,9870,78,412
SP07,G5,P02,2021-03-11,10724,254,447
SP03,G3,P05,2021-09-15,4557,102,285
SP07,G5,P06,2021-04-28,35,10,3
SP04,G5,P08,2021-01-08,7049,84,588
SP13,G1,P10,2022-03-01,1246,200,70
SP16,G1,P10,2021-01-29,896,123,53
SP05,G3,P19,2021-05-04,7,384,1
SP15,G5,P11,2021-07-08,4942,144,248
SP04,G6,P22,2021-08-30,7217,167,329
SP24,G2,P16,2021-12-14,14959,211,2494
SP14,G2,P17,2021-08-27,2387,25,217
SP13,G6,P21,2021-11-11,5614,256,401
SP02,G3,P10,2021-08-19,5320,51,280
SP14,G5,P02,2022-02-02,462,95,18
SP08,G5,P21,2021-03-24,4067,24,255
SP12,G4,P13,2021-12-09,805,144,39
SP14,G3,P16,2021-01-26,4018,134,574
SP05,G4,P01,2021-06-15,7434,252,744
SP14,G3,P06,2022-03-18,7371,140,461
SP07,G6,P11,2021-09-09,14868,270,744
SP23,G1,P09,2021-10-19,560,109,70
SP07,G1,P16,2021-09-21,10850,170,1550
SP07,G1,P20,2021-03-30,5047,178,281
SP11,G4,P12,2021-06-17,3164,178,144
SP25,G1,P17,2021-08-13,9534,245,734
SP16,G2,P21,2021-07-26,5915,98,423
SP10,G3,P01,2021-04-09,11655,117,1060
SP22,G3,P14,2021-06-08,315,106,35
SP19,G1,P06,2022-03-11,7329,7,524
SP03,G1,P04,2021-10-28,3612,80,213
SP14,G5,P08,2021-12-06,4963,286,414
SP08,G2,P10,2021-06-15,14098,274,830
SP08,G5,P05,2022-03-01,952,193,56
SP17,G1,P03,2021-02-09,1743,315,159
SP21,G2,P14,2021-08-06,7749,133,861
SP17,G2,P21,2021-05-12,7700,54,593
SP20,G4,P18,2022-02-18,2030,147,226
SP16,G3,P17,2022-01-21,5054,218,389
